Category ID,Category Name,Category Slug,Category Parent,Category Description
1523aae4-bd38-46d8-8eda-43db486e964e,Dámské boty,damske-boty,31b0c4d4-c9d0-4c3b-b3fd-08a353da4699,"<span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">Objevte široký výběr <strong>dámských bot a obuvi</strong> v našem sportovním eshopu. Najdete zde trendy modely pro každou příležitost - od <strong><a href=""https://www.sportovni-eshop.cz/boty/damske-boty/damske-tenisky""><span style=""color:#800080;"">sportovního stylu</span></a></strong>, přes <strong><a href=""https://www.sportovni-eshop.cz/boty/damske-boty/damska-outdoorova-obuv""><span style=""color:#800080;"">outdoorovou obuv</span></a></strong>, <strong><a href=""https://www.sportovni-eshop.cz/boty/damske-boty/damske-pantofle""><span style=""color:#800080;"">pantofle</span></a></strong> až po <strong><a href=""https://www.sportovni-eshop.cz/boty/damske-boty/damske-sandale""><span style=""color:#800080;"">sandály,</span></a><span style=""color:#800080;""> </span></strong><span style=""color:#000000;"">nebo </span><a href=""https://www.sportovni-eshop.cz/boty/damske-boty/damske-tenisky/damske-kozacky""><strong><span style=""color:#800080;"">kozačky</span></strong></a>. Vyberte si z různých materiálů, barev a stylů, které doplní váš outfit a poskytnou vám pohodlí. Skvělá funkčnost a styl s našimi <strong>dámskými botami.</strong></span></span>"
7a916c80-3fa8-4537-905f-bb73752bf56d,Pánské zimní oblečení,panske-zimni-obleceni,f8880664-d2cc-498f-90b2-f025c4c833d5,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte naši širokou nabídku <strong>pánského zimního oblečení</strong>, která vám zajistí komfort a teplotní pohodlí i v těch nejchladnějších dnech. Kvalitní materiály a moderní střihy zaručí stylový vzhled, ať už na svahu nebo ve městě.</span></span></span>"
273dded4-4923-492e-90ff-1777f61be19e,Dámské zimní oblečení,damske-zimni-obleceni,5372b982-4f66-4e25-89b8-c0f6005d85e1,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte naši širokou škálu <strong>dámského zimního oblečení</strong>, které vás bude hřát v chladných dnech a zároveň podtrhne váš osobitý styl. Nabízíme kvalitní a trendy kousky pro každou příležitost. S námi budete v zimě vždy vypadat skvěle a cítit se komfortně.</span></span></span>"
2ec91b81-6266-4707-b588-5e21637b58e2,Dámská outdoorová obuv,damska-outdoorova-obuv,1523aae4-bd38-46d8-8eda-43db486e964e,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V naší kategorii <strong>dámské outdoorové obuvi</strong> a trekových bot naleznete skvělé volby pro dobrodružné duše. Pohodlné a odolné boty, které vám poskytnou podporu a stabilitu při každém kroku. Objevte naše stylové <strong>dámské trekové boty</strong> navržené pro výlety do přírody i do města. Během svých dobrodružství si užijete komfort a výkon s naší kvalitní outdoorovou obuví pro ženy.</span></span></span>"
91842248-22bd-4664-bdfb-e8c7c933e4a1,Dámské tenisky,damske-tenisky,1523aae4-bd38-46d8-8eda-43db486e964e,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V naší kategorii <strong>dámských tenisek</strong> a <strong>sportovních bot</strong> naleznete široký výběr moderních a pohodlných bot pro ženy. Vyberte si z různých stylů a designů, které vám umožní být v trendu při sportování i každodenním nošení. Objevte pohodlí a výkon s naší kvalitní <strong>dámskou obuví pro sport i volný čas.</strong></span></span></span>"
a6b72640-6527-4378-ac37-02e4f763bc48,Dámské pantofle,damske-pantofle,1523aae4-bd38-46d8-8eda-43db486e964e,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V naší kategorii <strong>dámských pantoflí</strong> naleznete pohodlné a stylové volby pro odpočinek a relaxaci. Vyberte si z různých designů a materiálů, které vám poskytnou maximální komfort a péči pro vaše nohy. Užijte si každý okamžik doma nebo ve volné přírodě s našimi kvalitními <strong>dámskými pantoflemi.</strong></span></span></span>"
d6e8b3ef-02f0-4d53-8f9d-89bbae62b182,Dámské sandále,damske-sandale,1523aae4-bd38-46d8-8eda-43db486e964e,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V naší kategorii <strong>dámských sandálů</strong> naleznete skvělé volby pro letní styl a pohodlí. Vyberte si z různých designů a materiálů, které vám umožní užívat si teplé počasí a zároveň se cítit pohodlně a stylově. Objevte naše <strong>dámské sandály</strong> navržené pro každodenní pohodu a módní vzhled během horkých letních dnů.</span></span></span>"
79d32863-8943-450c-bc32-c412ddc67f91,Dámské batohy,damske-batohy,c12d6cd4-2367-453a-afba-7edcf7747433,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Vydejte se stylově za každodenními dobrodružstvími s našimi <strong>dámskými batohy</strong>. Nabízíme širokou škálu designů a barev, které jsou nejen praktické, ale také dodají vašemu outfitu osobitý vzhled. V naší nabídce najdete batohy pro každou příležitost, které jsou skvělým spojením módy a funkčnosti.</span></span></span>"
8b320782-6705-4c9d-bf2b-798f87af2454,Dámské čepice,damske-cepice,c12d6cd4-2367-453a-afba-7edcf7747433,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Udržujte se v teple a stylu s naší nabídkou <strong>dámských čepic</strong>. Od elegantních beretek po pohodlné kulichy, naše čepice kombinují módní trendy s praktičností. Zimní měsíce nikdy nebyly tak šik!</span></span></span>"
a3a9ed31-0c11-49a7-a189-bf13a8e0d16a,Dětské oblečení,detske-obleceni,050ea130-dc4a-4844-8eff-4841acbd03f9,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte náš bohatý výběr <strong>dětského oblečení</strong>, které je zárukou kvality a pohodlí pro vaše malé ratolesti. Nabízíme stylové a praktické kousky pro každou příležitost, vytvořené z příjemných a odolných materiálů. U nás najdete ideální oblečení pro děti, které podtrhne jejich jedinečnou osobnost a zaručí jim maximální komfort během celého dne.</span></span></span>"
bab021c4-7ed4-420c-9b62-a6c1f6562919,Dětské boty,detske-boty,050ea130-dc4a-4844-8eff-4841acbd03f9,"<span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Nabízíme široký výběr <strong>dětských bot</strong> a <strong>dětské obuvi</strong> pro různé příležitosti. Objednejte si kvalitní a pohodlné <strong>boty pro vaše děti</strong>. S naší nabídkou trendy a odolných <strong>dětských bot</strong> budou vaše děti nejen stylové, ale také pohodlné při každém kroku. Kvalitní a bezpečné <strong>dětské boty</strong> jsou pro nás prioritou.</span></span>"
26c27335-3a5a-4d21-9b85-8de2b0795482,Dětské doplňky,detske-doplnky,050ea130-dc4a-4844-8eff-4841acbd03f9,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Ponořte se do světa <strong>dětských doplňků</strong>, kde najdete vše, co vaše ratolesti potřebují pro radost a pohodlí. Kvalitní, bezpečné a designově atraktivní produkty, které potěší nejen děti, ale i rodiče. Vyberte si z naší široké nabídky a udělejte svým nejmenším radost.</span></span></span>"
15b3502d-4e49-4861-9a92-19abc550744c,Dětské mikiny,detske-mikiny,a3a9ed31-0c11-49a7-a189-bf13a8e0d16a,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Udržte své děti v teple a stylové s naší exkluzivní kolekcí <strong>dětských mikin</strong>. Každá naše mikina je navržena pro maximální pohodlí a vydrží všechny dětské dobrodružství. Objednejte ještě dnes a dopřejte svým dětem jen to nejlepší!</span></span></span>"
bf00b218-447c-42aa-b213-8b166d0dd14e,Dětská trička,detska-tricka,a3a9ed31-0c11-49a7-a189-bf13a8e0d16a,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte naši rozmanitou sbírku <strong>dětských triček</strong>, navrženou s ohledem na komfort a styl vašich dětí. Každý kousek je vyroben z vysoce kvalitních materiálů, které zaručují dlouhou životnost a pohodlí. Vyberte si z naší široké nabídky a udělejte radost svým nejmenším.</span></span></span>"
ac4c3a56-6f44-402d-a6c9-dd64b2620490,Dětské kalhoty,detske-kalhoty,a3a9ed31-0c11-49a7-a189-bf13a8e0d16a,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Prohlédněte si naši širokou nabídku <strong>dětských kalhot</strong>. Naše kalhoty jsou pohodlné, odolné a stylové - ideální pro neustálý pohyb vašich malých. Navíc nabízíme mnoho barev a střihů, abychom vyhověli každému vkusu.</span></span></span>"
3da52ddc-3d75-4b50-98c4-d28df5d86f1d,Dětské zimní oblečení,detske-zimni-obleceni,a3a9ed31-0c11-49a7-a189-bf13a8e0d16a,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Vybavte své děti teplem a stylem s naším rozsáhlým sortimentem <strong>dětského zimního oblečení</strong>. Nabízíme vysokou kvalitu, pohodlnost a odolnost vůči chladu. Vaše děti budou v zimě v bezpečí a vypadat skvěle!</span></span></span>"
bec55188-217f-4aa3-ab38-e9301a506ae9,Dětské outdoorové boty,detske-outdoorove-boty,bab021c4-7ed4-420c-9b62-a6c1f6562919,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Ukažte svým dětem krásu přírody s našimi <strong>dětskými outdoorovými botami</strong>. Navržené pro pohodlí, bezpečnost a odolnost, naše boty jsou ideální pro malé průzkumníky. S nimi bude každé dobrodružství nezapomenutelné!</span></span></span>"
5e65e4d6-7a0d-4a0b-bda0-cf633372b8ea,Dětské tenisky,detske-tenisky,bab021c4-7ed4-420c-9b62-a6c1f6562919,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte naši širokou nabídku <strong>dětských tenisek</strong>. Zajišťujeme nejen moderní design, ale především kvalitu a pohodlí pro malé nožky vašich dětí. Vyberte si z naší pestrobarevné kolekce a udělejte radost svým nejmenším.</span></span></span>"
e98c3d1e-a1cf-4495-b4ed-286fc7da05ef,Dětské pantofle,detske-pantofle,bab021c4-7ed4-420c-9b62-a6c1f6562919,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte naši širokou škálu pohodlných a odolných <strong>dětských pantoflí</strong>. Navržené s ohledem na malé nožky, naše pantofle nabízejí perfektní kombinaci pohodlí a stylu. Dětské pantofle, které jsou nejen krásné, ale také praktické a bezpečné.</span></span></span>"
b3aa361d-162c-4902-8f4a-a4f4ab3a2815,Dětské sandále,detske-sandale,bab021c4-7ed4-420c-9b62-a6c1f6562919,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte širokou škálu <strong>dětských sandálů</strong> ve všech barevných variantách a velikostech. Naše sandále jsou vyrobeny z kvalitních materiálů pro maximální pohodlí a odolnost, ideální pro letní dobrodružství vašich dětí.</span></span></span>"
54dd8fde-bc13-4153-b836-1f89fc76062d,Dětské batohy,detske-batohy,26c27335-3a5a-4d21-9b85-8de2b0795482,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Dělejte radost svým dětem s našimi stylovými a pohodlnými <strong>dětskými batohy</strong>. Navrženy tak, aby bezpečně uchovávaly všechny dětské poklady a zároveň byly lehké a ergonomické pro malá záda. Vyberte si z široké škály barev a motivů, které potěší každé dítě.</span></span></span>"
e0e523b8-4751-4868-b8ca-7050f2a11035,Dětské čepice,detske-cepice,26c27335-3a5a-4d21-9b85-8de2b0795482,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Zahřejte hlavičky svých nejmenších s naší širokou nabídkou <strong>dětských čepic</strong>. Od roztomilých bubákových stylů až po praktické sportovní modely, naše čepice jsou navrženy tak, aby byly pohodlné a zároveň stylové. Dodáme teplou eleganci pro každý dětský outfit.</span></span></span>"
011f250e-76b5-4f9a-886f-bf8221e79074,Fitness,fitness,3f43939994f344b0adaee7b48a25d4bd,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Věnujte svému zdraví a kondici tu nejvyšší prioritu s naším širokým sortimentem <strong>fitness</strong> vybavení. Od posilovacích strojů až po fitness oblečení, nabízíme produkty, které vám pomohou dosáhnout vašich fitness cílů a zlepšit celkovou pohodu.</span></span></span>"
804a65f6-9cca-45e9-ac05-f8bc1e9f5c9d,Fitness obuv,fitness-obuv,011f250e-76b5-4f9a-886f-bf8221e79074,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;""><strong>Fitness obuv</strong> je klíčem k maximálnímu výkonu a pohodlí při tréninku. Naše vysoce kvalitní a ergonomicky navržené boty podpoří vaši výdrž a zároveň ochrání vaše nohy. Nakupujte u nás a pocítíte rozdíl při každém kroku.</span></span></span>"
e370f2ce-5884-4c14-a883-cea20dbb77ac,Fitness stroje,fitness-stroje,011f250e-76b5-4f9a-886f-bf8221e79074,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Rozjeďte svůj trénink na maximum s naší širokou nabídkou <strong>Fitness strojů</strong>. Od běžeckých pásů až po rotopedy, zaručeně u nás najdete to pravé pro svou cestu k dokonalé kondici. Vstupte do světa fitness, kde kvalita setkává se skvělými cenami.</span></span></span>"
3b8edfa3-f166-4172-9308-a154b408f336,Kardio stroje,kardio-stroje,e370f2ce-5884-4c14-a883-cea20dbb77ac,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Začněte cestu za svou nejlepší kondicí s našimi <strong>Kardio stroji</strong>. Nabízíme širokou škálu výrobků, které vám pomohou posilovat srdce, zlepšovat vytrvalost a spalovat kalorie. Vyberte si z naší kvalitní nabídky a udělejte další krok k dosažení vašich fitness cílů.</span></span></span>"
9d873ec3-e236-49f7-97eb-fe9493725c1a,Jóga,joga,011f250e-76b5-4f9a-886f-bf8221e79074,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Zažijte harmonii těla a mysli s naší širokou nabídkou <strong>jóga</strong> vybavení. Od kvalitních jóga podložek po stylové oblečení, naše produkty jsou ideální pro váš další <strong>jóga</strong> trénink. Najděte vše, co potřebujete pro svou jóga praxi, v jediné kategorii.</span></span></span>"
63cfd06a-4693-4d37-a2c8-5853edac7d7c,Pilates,pilates,011f250e-76b5-4f9a-886f-bf8221e79074,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V naší kategorii <strong>Pilates</strong> najdete vše, co potřebujete pro harmonický pohyb a posílení těla. Nabízíme vysoce kvalitní vybavení a doplňky, které vaše cvičení povýší na novou úroveň. Zvyšte svou flexibilitu a zlepšete držení těla s naším sortimentem produktů pro Pilates.</span></span></span>"
8588b4c6-ee43-4f42-9b9b-365d1c992fe6,Cvičící vybavení,cvicici-vybaveni,011f250e-76b5-4f9a-886f-bf8221e79074,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Překročte své fitness cíle s naším širokým sortimentem <strong>cvičícího vybavení</strong>. Nabízíme kvalitní produkty, které vás motivují k pravidelnému cvičení a pomáhají vám dosáhnout lepších výsledků. Zvyšte svou kondici, posílíte svaly, a zlepšete celkovou tělesnou formu s naším vybavením.</span></span></span>"
64a4571b-7885-4725-9ac4-4aee50202ad9,Posilovací stroje,posilovaci-stroje,e370f2ce-5884-4c14-a883-cea20dbb77ac,
ce9f65c7-48d4-4843-87bb-a83dd0fc52ce,Padel,padel,3f43939994f344b0adaee7b48a25d4bd,
5ae972cd-3776-431b-92a1-3b5bd7af7397,Padelové rakety,padelove-rakety,ce9f65c7-48d4-4843-87bb-a83dd0fc52ce,
7b644726-a51f-4cf5-983b-0be63f471fe4,Padelové míče,padelove-mice,ce9f65c7-48d4-4843-87bb-a83dd0fc52ce,
b900e0de-d798-442f-bd13-29266aaabfb0,Padelové tašky,padelove-tasky,ce9f65c7-48d4-4843-87bb-a83dd0fc52ce,
